current_state,region,division,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,from_region,from_division,number_of_people
Missouri,Midwest,West North Central,2015,6015580,5056661,777061,159152,22706,Pennsylvania,Northeast,Middle Atlantic,1901
Montana,West,Mountain,2015,1019646,855861,118200,42760,2825,Pennsylvania,Northeast,Middle Atlantic,143
Nebraska,Midwest,West North Central,2015,1869217,1570592,236217,52950,9458,Pennsylvania,Northeast,Middle Atlantic,692
Nevada,West,Mountain,2015,2859489,2291842,413831,135999,17817,Pennsylvania,Northeast,Middle Atlantic,2102
New Hampshire,Northeast,New England,2015,1318121,1134482,122442,53446,7751,Pennsylvania,Northeast,Middle Atlantic,1259
New Jersey,Northeast,Middle Atlantic,2015,8854363,7987859,656570,144074,65860,Pennsylvania,Northeast,Middle Atlantic,23371
New Mexico,West,Mountain,2015,2060441,1767704,228103,55753,8881,Pennsylvania,Northeast,Middle Atlantic,473
New York,Northeast,Middle Atlantic,2015,19570171,17506652,1653268,257611,152640,Pennsylvania,Northeast,Middle Atlantic,25385
North Carolina,South,South Atlantic,2015,9927547,8376304,1194157,310612,46474,Pennsylvania,Northeast,Middle Atlantic,12979
North Dakota,Midwest,West North Central,2015,745291,608377,90498,42618,3798,Pennsylvania,Northeast,Middle Atlantic,24
Ohio,Midwest,East North Central,2015,11482142,9719944,1508889,203475,49834,Pennsylvania,Northeast,Middle Atlantic,15932
Oklahoma,South,West South Central,2015,3864908,3202689,532976,110878,18365,Pennsylvania,Northeast,Middle Atlantic,770
Oregon,West,Pacific,2015,3985712,3277453,544776,141162,22321,Pennsylvania,Northeast,Middle Atlantic,2018
Pennsylvania,Northeast,Middle Atlantic,2015,12662192,11109753,1258572,232683,61184,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2015,1045062,901338,97722,38344,7658,Pennsylvania,Northeast,Middle Atlantic,1040
South Carolina,South,South Atlantic,2015,4839984,4106166,543488,170366,19964,Pennsylvania,Northeast,Middle Atlantic,9489
South Dakota,Midwest,West North Central,2015,848285,702122,116343,26962,2858,Pennsylvania,Northeast,Middle Atlantic,84
Tennessee,South,East South Central,2015,6522259,5535963,766524,195923,23849,Pennsylvania,Northeast,Middle Atlantic,2472
Texas,South,West South Central,2015,27092848,22723345,3594282,553032,222189,Pennsylvania,Northeast,Middle Atlantic,12984
Utah,West,Mountain,2015,2947423,2435722,390649,97361,23691,Pennsylvania,Northeast,Middle Atlantic,2710
Vermont,Northeast,New England,2015,619952,532319,62067,21232,4334,Pennsylvania,Northeast,Middle Atlantic,327
Virginia,South,South Atlantic,2015,8283737,6952362,983569,277715,70091,Pennsylvania,Northeast,Middle Atlantic,13379
Washington,West,Pacific,2015,7089143,5778806,1017221,230907,62209,Pennsylvania,Northeast,Middle Atlantic,2857
West Virginia,South,South Atlantic,2015,1823753,1610407,167631,42078,3637,Pennsylvania,Northeast,Middle Atlantic,3925
Wisconsin,Midwest,East North Central,2015,5708201,4891636,690306,106511,19748,Pennsylvania,Northeast,Middle Atlantic,1660
Wyoming,West,Mountain,2015,579102,474927,65384,35947,2844,Pennsylvania,Northeast,Middle Atlantic,15
Puerto Rico,Puerto Rico,Puerto Rico,2015,3443445,3193423,219833,24762,5427,Pennsylvania,Northeast,Middle Atlantic,1476
Alabama,South,East South Central,2016,4810126,4141850,529994,122220,16062,Pennsylvania,Northeast,Middle Atlantic,1008
Alaska,West,Pacific,2016,731760,593897,100004,31300,6559,Pennsylvania,Northeast,Middle Atlantic,574
Arizona,West,Mountain,2016,6851836,5586753,938077,273257,53749,Pennsylvania,Northeast,Middle Atlantic,4651
Arkansas,South,West South Central,2016,2949650,2484705,384811,71083,9051,Pennsylvania,Northeast,Middle Atlantic,1146
California,West,Pacific,2016,38783436,33594813,4337251,514758,336614,Pennsylvania,Northeast,Middle Atlantic,13090
Colorado,West,Mountain,2016,5476928,4466067,754712,223260,32889,Pennsylvania,Northeast,Middle Atlantic,4586
Connecticut,Northeast,New England,2016,3541758,3116440,323316,75586,26416,Pennsylvania,Northeast,Middle Atlantic,3427
Delaware,South,South Atlantic,2016,942073,817779,85147,33400,5747,Pennsylvania,Northeast,Middle Atlantic,10139
District of Columbia,South,South Atlantic,2016,672022,538547,64166,58154,11155,Pennsylvania,Northeast,Middle Atlantic,2468
Florida,South,South Atlantic,2016,20401575,17176492,2387227,605018,232838,Pennsylvania,Northeast,Middle Atlantic,30258
Georgia,South,South Atlantic,2016,10179860,8514847,1290632,305040,69341,Pennsylvania,Northeast,Middle Atlantic,8370
Hawaii,West,Pacific,2016,1410258,1217704,117894,57229,17431,Pennsylvania,Northeast,Middle Atlantic,836
Idaho,West,Mountain,2016,1663756,1369449,214222,71556,8529,Pennsylvania,Northeast,Middle Atlantic,1062
Illinois,Midwest,East North Central,2016,12654142,10996695,1387848,203713,65886,Pennsylvania,Northeast,Middle Atlantic,3809
Indiana,Midwest,East North Central,2016,6554084,5580090,801425,145782,26787,Pennsylvania,Northeast,Middle Atlantic,2165
Iowa,Midwest,West North Central,2016,3097283,2622577,383520,78263,12923,Pennsylvania,Northeast,Middle Atlantic,710
Kansas,Midwest,West North Central,2016,2870529,2394351,369971,88830,17377,Pennsylvania,Northeast,Middle Atlantic,465
Kentucky,South,East South Central,2016,4385213,3698797,553718,113238,19460,Pennsylvania,Northeast,Middle Atlantic,2084
Louisiana,South,West South Central,2016,4622042,3994321,526380,85371,15970,Pennsylvania,Northeast,Middle Atlantic,965
Maine,Northeast,New England,2016,1319292,1146220,129892,38590,4590,Pennsylvania,Northeast,Middle Atlantic,986
Maryland,South,South Atlantic,2016,5949566,5140378,606423,158647,44118,Pennsylvania,Northeast,Middle Atlantic,13462
Massachusetts,Northeast,New England,2016,6745441,5866016,657022,149408,72995,Pennsylvania,Northeast,Middle Atlantic,7188
Michigan,Midwest,East North Central,2016,9813772,8362412,1240633,155874,54853,Pennsylvania,Northeast,Middle Atlantic,3144
Minnesota,Midwest,West North Central,2016,5455904,4669227,645164,111307,30206,Pennsylvania,Northeast,Middle Atlantic,1180
Mississippi,South,East South Central,2016,2951081,2556013,324577,64639,5852,Pennsylvania,Northeast,Middle Atlantic,737
Missouri,Midwest,West North Central,2016,6022165,5078669,758791,162809,21896,Pennsylvania,Northeast,Middle Atlantic,3053
Montana,West,Mountain,2016,1032794,863174,128300,37775,3545,Pennsylvania,Northeast,Middle Atlantic,428
Nebraska,Midwest,West North Central,2016,1882987,1573126,248118,51448,10295,Pennsylvania,Northeast,Middle Atlantic,483
Nevada,West,Mountain,2016,2907243,2400809,374058,117899,14477,Pennsylvania,Northeast,Middle Atlantic,1016
New Hampshire,Northeast,New England,2016,1322101,1122068,140603,52457,6973,Pennsylvania,Northeast,Middle Atlantic,1799
New Jersey,Northeast,Middle Atlantic,2016,8852286,7934689,703637,144359,69601,Pennsylvania,Northeast,Middle Atlantic,23566
New Mexico,West,Mountain,2016,2057857,1768040,214411,64802,10604,Pennsylvania,Northeast,Middle Atlantic,1748
New York,Northeast,Middle Atlantic,2016,19526443,17465164,1634487,260723,166069,Pennsylvania,Northeast,Middle Atlantic,22933
North Carolina,South,South Atlantic,2016,10032407,8460264,1190972,330896,50275,Pennsylvania,Northeast,Middle Atlantic,13506
North Dakota,Midwest,West North Central,2016,746271,620891,91010,29655,4715,Pennsylvania,Northeast,Middle Atlantic,28
Ohio,Midwest,East North Central,2016,11481752,9755589,1482286,195396,48481,Pennsylvania,Northeast,Middle Atlantic,14425
Oklahoma,South,West South Central,2016,3873232,3225478,530770,102000,14984,Pennsylvania,Northeast,Middle Atlantic,1405
Oregon,West,Pacific,2016,4052221,3307805,577950,139334,27132,Pennsylvania,Northeast,Middle Atlantic,1958
Pennsylvania,Northeast,Middle Atlantic,2016,12645493,11016361,1308271,252060,68801,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2016,1045691,898574,106725,32800,7592,Pennsylvania,Northeast,Middle Atlantic,900
South Carolina,South,South Atlantic,2016,4903788,4176954,542415,165230,19189,Pennsylvania,Northeast,Middle Atlantic,7865
South Dakota,Midwest,West North Central,2016,853832,720262,97747,31789,4034,Pennsylvania,Northeast,Middle Atlantic,147
Tennessee,South,East South Central,2016,6580953,5644022,742615,170867,23449,Pennsylvania,Northeast,Middle Atlantic,2723
Texas,South,West South Central,2016,27472626,23105984,3599897,531996,234749,Pennsylvania,Northeast,Middle Atlantic,11769
Utah,West,Mountain,2016,3002244,2474308,396018,107083,24835,Pennsylvania,Northeast,Middle Atlantic,1992
Vermont,Northeast,New England,2016,619387,535268,60744,21262,2113,Pennsylvania,Northeast,Middle Atlantic,1449
Virginia,South,South Atlantic,2016,8312297,7008805,961003,264164,78325,Pennsylvania,Northeast,Middle Atlantic,14122
Washington,West,Pacific,2016,7202119,5924723,958326,257728,61342,Pennsylvania,Northeast,Middle Atlantic,1556
West Virginia,South,South Atlantic,2016,1810709,1582818,176953,47196,3742,Pennsylvania,Northeast,Middle Atlantic,6226
Wisconsin,Midwest,East North Central,2016,5712104,4876817,696530,118814,19943,Pennsylvania,Northeast,Middle Atlantic,1525
Wyoming,West,Mountain,2016,577567,472996,75995,26471,2105,Pennsylvania,Northeast,Middle Atlantic,2660
Puerto Rico,Puerto Rico,Puerto Rico,2016,3384760,3143116,216969,21196,3479,Pennsylvania,Northeast,Middle Atlantic,3296
Alabama,South,East South Central,2017,4819343,4158224,535649,111803,13667,Pennsylvania,Northeast,Middle Atlantic,1595
Alaska,West,Pacific,2017,730874,595804,98168,30199,6703,Pennsylvania,Northeast,Middle Atlantic,274
Arizona,West,Mountain,2017,6935358,5717189,911120,261727,45322,Pennsylvania,Northeast,Middle Atlantic,6332
Arkansas,South,West South Central,2017,2968395,2509717,370309,79411,8958,Pennsylvania,Northeast,Middle Atlantic,2639
California,West,Pacific,2017,39085984,34009331,4234770,523131,318752,Pennsylvania,Northeast,Middle Atlantic,16141
Colorado,West,Mountain,2017,5542282,4546729,734182,226933,34438,Pennsylvania,Northeast,Middle Atlantic,4840
Connecticut,Northeast,New England,2017,3556297,3136666,311726,83325,24580,Pennsylvania,Northeast,Middle Atlantic,3263
Delaware,South,South Atlantic,2017,952449,830905,78998,38532,4014,Pennsylvania,Northeast,Middle Atlantic,11035
District of Columbia,South,South Atlantic,2017,684810,554225,64013,56231,10341,Pennsylvania,Northeast,Middle Atlantic,1824
Florida,South,South Atlantic,2017,20772371,17554348,2402381,566476,249166,Pennsylvania,Northeast,Middle Atlantic,28507
Georgia,South,South Atlantic,2017,10299497,8760762,1202587,278889,57259,Pennsylvania,Northeast,Middle Atlantic,5967
Hawaii,West,Pacific,2017,1410750,1231340,115683,46457,17270,Pennsylvania,Northeast,Middle Atlantic,1218
Idaho,West,Mountain,2017,1694182,1405344,210310,71899,6629,Pennsylvania,Northeast,Middle Atlantic,582
Illinois,Midwest,East North Central,2017,12659328,11026895,1365922,195092,71419,Pennsylvania,Northeast,Middle Atlantic,3090
Indiana,Midwest,East North Central,2017,6591598,5633171,792487,142290,23650,Pennsylvania,Northeast,Middle Atlantic,1341
Iowa,Midwest,West North Central,2017,3106880,2654666,362905,77072,12237,Pennsylvania,Northeast,Middle Atlantic,1418
Kansas,Midwest,West North Central,2017,2876925,2413141,366147,86154,11483,Pennsylvania,Northeast,Middle Atlantic,674
Kentucky,South,East South Central,2017,4404279,3721100,563721,103985,15473,Pennsylvania,Northeast,Middle Atlantic,1543
Louisiana,South,West South Central,2017,4629962,4030674,513676,72836,12776,Pennsylvania,Northeast,Middle Atlantic,883
Maine,Northeast,New England,2017,1322591,1140136,144186,34252,4017,Pennsylvania,Northeast,Middle Atlantic,1629
Maryland,South,South Atlantic,2017,5988007,5168350,605885,165654,48118,Pennsylvania,Northeast,Middle Atlantic,12297
Massachusetts,Northeast,New England,2017,6789798,5888011,677835,146299,77653,Pennsylvania,Northeast,Middle Atlantic,5212
Michigan,Midwest,East North Central,2017,9851330,8450559,1203536,148787,48448,Pennsylvania,Northeast,Middle Atlantic,3398
Minnesota,Midwest,West North Central,2017,5510902,4728748,643272,115623,23259,Pennsylvania,Northeast,Middle Atlantic,1249
Mississippi,South,East South Central,2017,2946971,2553271,313673,73549,6478,Pennsylvania,Northeast,Middle Atlantic,682
Missouri,Midwest,West North Central,2017,6039877,5108238,742205,164957,24477,Pennsylvania,Northeast,Middle Atlantic,2590
Montana,West,Mountain,2017,1039170,883342,116400,35456,3972,Pennsylvania,Northeast,Middle Atlantic,382
Nebraska,Midwest,West North Central,2017,1894217,1586729,243792,52507,11189,Pennsylvania,Northeast,Middle Atlantic,364
Nevada,West,Mountain,2017,2963456,2430163,383067,133074,17152,Pennsylvania,Northeast,Middle Atlantic,1758
New Hampshire,Northeast,New England,2017,1330742,1134244,137212,52893,6393,Pennsylvania,Northeast,Middle Atlantic,1867
New Jersey,Northeast,Middle Atlantic,2017,8910191,7968039,710807,152106,79239,Pennsylvania,Northeast,Middle Atlantic,22129
New Mexico,West,Mountain,2017,2062628,1801560,193225,57255,10588,Pennsylvania,Northeast,Middle Atlantic,412
New York,Northeast,Middle Atlantic,2017,19638923,17553033,1655152,285252,145486,Pennsylvania,Northeast,Middle Atlantic,25006
North Carolina,South,South Atlantic,2017,10158556,8649400,1139260,313834,56062,Pennsylvania,Northeast,Middle Atlantic,12542
North Dakota,Midwest,West North Central,2017,744641,609017,92436,37315,5873,Pennsylvania,Northeast,Middle Atlantic,1070
Ohio,Midwest,East North Central,2017,11520109,9822847,1452745,198929,45588,Pennsylvania,Northeast,Middle Atlantic,15666
Oklahoma,South,West South Central,2017,3875922,3216306,542724,101961,14931,Pennsylvania,Northeast,Middle Atlantic,611
Oregon,West,Pacific,2017,4102048,3405784,520747,149513,26004,Pennsylvania,Northeast,Middle Atlantic,1138
Pennsylvania,Northeast,Middle Atlantic,2017,12674642,11072942,1292389,250120,59191,Pennsylvania,Northeast,Middle Atlantic,0
Rhode Island,Northeast,New England,2017,1048549,922210,83440,36850,6049,Pennsylvania,Northeast,Middle Atlantic,497
South Carolina,South,South Atlantic,2017,4966211,4248517,531315,166573,19806,Pennsylvania,Northeast,Middle Atlantic,6964
South Dakota,Midwest,West North Central,2017,856726,723740,99781,26106,7099,Pennsylvania,Northeast,Middle Atlantic,34
Tennessee,South,East South Central,2017,6642072,5675990,748912,191909,25261,Pennsylvania,Northeast,Middle Atlantic,4677
Texas,South,West South Central,2017,27924632,23534387,3643333,524511,222401,Pennsylvania,Northeast,Middle Atlantic,12684
Utah,West,Mountain,2017,3056193,2532858,398606,99584,25145,Pennsylvania,Northeast,Middle Atlantic,987
Vermont,Northeast,New England,2017,619089,536390,57588,21868,3243,Pennsylvania,Northeast,Middle Atlantic,483
Virginia,South,South Atlantic,2017,8372522,7089782,958267,250490,73983,Pennsylvania,Northeast,Middle Atlantic,13350
Washington,West,Pacific,2017,7318811,6016482,978057,260787,63485,Pennsylvania,Northeast,Middle Atlantic,4611
West Virginia,South,South Atlantic,2017,1798306,1589833,165375,40007,3091,Pennsylvania,Northeast,Middle Atlantic,4945
Wisconsin,Midwest,East North Central,2017,5731549,4908638,687285,112519,23107,Pennsylvania,Northeast,Middle Atlantic,2136
Wyoming,West,Mountain,2017,573483,481231,71338,18511,2403,Pennsylvania,Northeast,Middle Atlantic,98
Puerto Rico,Puerto Rico,Puerto Rico,2017,3313519,3101332,189034,20167,2986,Pennsylvania,Northeast,Middle Atlantic,1943
Alabama,South,East South Central,2018,4832358,4173026,534914,109301,15117,Pennsylvania,Northeast,Middle Atlantic,1771
Alaska,West,Pacific,2018,727164,608707,81229,32099,5129,Pennsylvania,Northeast,Middle Atlantic,111
Arizona,West,Mountain,2018,7090137,5887700,888452,273714,40271,Pennsylvania,Northeast,Middle Atlantic,3692
Arkansas,South,West South Central,2018,2975961,2539294,354774,73179,8714,Pennsylvania,Northeast,Middle Atlantic,860
California,West,Pacific,2018,39114889,34232867,4092388,501023,288611,Pennsylvania,Northeast,Middle Atlantic,11848
Colorado,West,Mountain,2018,5633029,4626834,728730,239153,38312,Pennsylvania,Northeast,Middle Atlantic,4701
Connecticut,Northeast,New England,2018,3538203,3102312,320248,84718,30925,Pennsylvania,Northeast,Middle Atlantic,3446
Delaware,South,South Atlantic,2018,958770,853523,67984,34451,2812,Pennsylvania,Northeast,Middle Atlantic,9991
District of Columbia,South,South Atlantic,2018,693798,568201,68603,47555,9439,Pennsylvania,Northeast,Middle Atlantic,1617
Florida,South,South Atlantic,2018,21092877,17863603,2420485,587261,221528,Pennsylvania,Northeast,Middle Atlantic,31712
Georgia,South,South Atlantic,2018,10410462,8909803,1174523,274273,51863,Pennsylvania,Northeast,Middle Atlantic,4527
Hawaii,West,Pacific,2018,1403653,1211015,125172,54074,13392,Pennsylvania,Northeast,Middle Atlantic,580
Idaho,West,Mountain,2018,1734756,1438727,209540,79765,6724,Pennsylvania,Northeast,Middle Atlantic,937
Illinois,Midwest,East North Central,2018,12599244,11029483,1295596,206620,67545,Pennsylvania,Northeast,Middle Atlantic,5261
Indiana,Midwest,East North Central,2018,6612948,5614432,821113,145256,32147,Pennsylvania,Northeast,Middle Atlantic,2764
Iowa,Midwest,West North Central,2018,3119306,2662849,371285,74199,10973,Pennsylvania,Northeast,Middle Atlantic,367
Kansas,Midwest,West North Central,2018,2874208,2392841,371025,95748,14594,Pennsylvania,Northeast,Middle Atlantic,967
Kentucky,South,East South Central,2018,4414714,3744188,547535,110456,12535,Pennsylvania,Northeast,Middle Atlantic,1908
Louisiana,South,West South Central,2018,4603081,4033845,474843,81355,13038,Pennsylvania,Northeast,Middle Atlantic,687
